,Property_id,Property_name,host_id,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
315,1254468,Oasis in Art Area of Queen West.,3406595,Inger,Trinity-Bellwoods,Entire home/apt,111,3,82,19/03/2020,1.32,2,0
317,1269925,$ Ultimate House -Location Location,6911938,Rooz,Parkwoods-Donalda,Entire home/apt,320,5,14,31/08/2020,0.19,1,340
318,1270535,Need 14 Days in comfort? Groovy Greektown,6744529,Laura,Playter Estates-Danforth,Entire home/apt,114,14,16,5/01/2020,0.27,3,251
319,1279122,"Cottage in the City, Subway & Park",2960767,Chris,Humewood-Cedarvale,Entire home/apt,207,7,11,14/06/2017,0.13,2,0
320,1288937,Windermere by the Lake (Cozy Townhouse),7010032,Darling,High Park-Swansea,Entire home/apt,164,1,12,16/08/2019,0.24,1,80
322,1294243,Enjoy Toronto Junction.,1025890,Amir,Junction Area,Entire home/apt,80,365,5,19/08/2018,0.06,1,365
323,1299374,Beaches Butterfly Garden Suite,7065012,Jude,East End-Danforth,Entire home/apt,93,7,62,31/12/2019,0.72,2,4
324,1301516,Luxury on Lake 2 Stories Penthouse,6169934,Fahad,Niagara,Entire home/apt,647,30,8,2/07/2014,0.09,2,365
325,1301718,Uber Upper Beach 3 Bedroom Suite,377846,Nick & Nena,East End-Danforth,Entire home/apt,109,7,19,4/03/2020,0.25,10,335
326,1313999,Subway - Bright Room Private Bath,2960767,Chris,Humewood-Cedarvale,Private room,58,7,6,29/12/2015,0.08,2,180
327,1317389,Spacious Family Home,7134591,Rebecca,Dufferin Grove,Entire home/apt,118,14,4,17/08/2019,0.05,1,0
328,1326015,Beautiful sun filled Bloordale home,2499198,Melissa,Dovercourt-Wallace Emerson-Junction,Entire home/apt,187,5,22,29/05/2018,0.25,1,329
329,1331304,Need a place?,7221344,Roy,Woodbine Corridor,Private room,463,1,8,24/09/2016,0.09,1,0
330,1335133,Newly reno'd 2-story house in family-friendly hood,613837,Brett,Old East York,Entire home/apt,200,14,7,1/08/2015,0.08,2,138
331,1348067,The Great Gerrard - Toronto Suite,377846,Nick & Nena,East End-Danforth,Entire home/apt,130,4,15,14/04/2020,0.18,10,251
332,1348611,Serenity-Lower Floor of House in the Kingsway,1015926,Grant,Stonegate-Queensway,Private room,96,2,20,15/02/2020,0.37,1,0
333,1352743,Sunny & Charming 1 Bedroom Apt,7342693,Liz,Dufferin Grove,Entire home/apt,130,7,33,24/11/2018,0.38,1,162
334,1365638,Luxury Condo@Lakeshore Blvd West,7412574,Abhishek,Mimico (includes Humber Bay Shores),Private room,90,1,33,25/11/2019,0.45,1,89
335,1369606,"Top floor, quiet elegant Victorian",7425753,Martin,Little Portugal,Private room,70,2,158,15/03/2020,1.86,1,263
336,1369701,"Foreign language student, private room upstairs",7428349,Steve,Corso Italia-Davenport,Private room,75,7,21,23/11/2019,0.25,1,87
337,1378251,Downtown Shared Luxury Condo,7372029,Tyler,Church-Yonge Corridor,Private room,59,7,133,11/08/2020,1.54,1,153
338,1419648,"Airy, modern walkout loft/condo",7534746,Joshua,North St.James Town,Entire home/apt,150,3,30,22/09/2019,0.52,1,0
339,1420403,Room in downtown Toronto apartment,6741120,Ted,Little Portugal,Private room,42,13,14,14/08/2020,0.16,4,47
340,1422678,Terrific Suite On King St. East!,2065732,Nicole,Waterfront Communities-The Island,Entire home/apt,140,1,5,1/07/2014,0.06,1,193
341,1422877,Entire home -Sheppard and Yonge,7658503,Angela,Willowdale East,Entire home/apt,105,3,16,13/01/2020,0.19,1,79
342,1422942,2-Storey Loft in Liberty Village (18 ft ceilings),1471640,Renato,Niagara,Entire home/apt,86,2,13,13/11/2016,0.15,1,0
343,1426591,Chic Condo in Trendy Queen West,7672988,Nadia,Little Portugal,Private room,88,1,31,1/06/2020,0.36,2,314
345,1431361,original loft queen street west,1788334,Eileen,Niagara,Entire home/apt,214,7,3,15/12/2018,0.08,1,252
346,1441596,Right Downtown! Sofa Bed!,5214021,Mike,Church-Yonge Corridor,Shared room,594,1,4,7/05/2017,0.05,2,365
347,1455278,Junction ARTIST LOFT & green roof.,7804231,Jake,Junction Area,Entire home/apt,410,6,9,1/12/2019,0.11,1,90
348,1456369,FURNISHED BASEMENT APARTMENT IN A RAISED BUNGALOW,6153361,Asoka,Agincourt South-Malvern West,Entire home/apt,40,2,19,31/10/2018,0.55,1,101
349,1459100,Beautiful Corner Loft in King West,3150111,Tran,Waterfront Communities-The Island,Entire home/apt,172,3,167,7/09/2020,2.63,4,141
350,1462084,Ultimate Luxury in Downtown Toronto,1397143,Kevin,Waterfront Communities-The Island,Entire home/apt,125,28,79,30/06/2020,0.91,1,89
351,1472489,Modern 1 bedroom Yonge/bloor Toronto w pkg,2180237,Alexander,Church-Yonge Corridor,Entire home/apt,181,7,174,6/03/2019,2.02,4,365
352,1475233,Super Cool King West Condo w FREE Parking!,7895355,T,Niagara,Entire home/apt,89,7,71,21/02/2020,0.83,2,0
353,1477940,Toronto Modern Urban Hideaway,1200367,Grace,Dovercourt-Wallace Emerson-Junction,Entire home/apt,105,7,38,15/08/2020,0.46,4,352
354,1483630,Beautifully Restored Queen West Gem,3800844,Janine & John,South Parkdale,Entire home/apt,120,5,8,27/02/2020,0.1,1,0
355,1486931,Large & Bright Authentic Loft,174616,Dave,South Parkdale,Entire home/apt,110,2,103,30/08/2020,1.2,1,358
357,1500138,Breezy Apartment in Hip Hood,1839486,Holly,Trinity-Bellwoods,Entire home/apt,107,2,10,3/01/2018,0.14,1,0
358,1524783,Subletting Beautiful Home in TO,8135652,Sumi,Corso Italia-Davenport,Entire home/apt,70,1,1,20/02/2016,0.02,1,0
359,1525526,Elegant downtown Toronto condo with courtyard,4301689,Marian,Cabbagetown-South St.James Town,Entire home/apt,120,7,4,18/07/2019,0.05,1,362
360,1530809,Beautiful Large Apt. in Cabbagetown,3268493,Julie,Cabbagetown-South St.James Town,Entire home/apt,75,3,35,17/02/2020,0.42,1,263
361,1531582,LUXURY 2 bd in Celeb suite @TIFF!,2844161,Suzanne,Waterfront Communities-The Island,Entire home/apt,209,60,38,23/04/2018,0.45,2,97
362,1537331,Luxurious Victorian Home in Parkdale/Roncesvalles,5130113,Julian,Roncesvalles,Entire home/apt,295,4,11,30/12/2018,0.13,1,0
363,1544959,Brite Top Floor Garden View Big Bed+Coach Subway C,65479,Irene,Pleasant View,Private room,47,1,10,2/03/2020,0.18,10,365
364,1545099,NICE PRIVATE bsmt ROOM @ SHEPPARD SUBWAY LINE M,65479,Irene,Pleasant View,Private room,28,1,10,27/12/2019,0.28,10,283
365,1545555,Great superb top floor room@subway Toronto Ld,65479,Irene,Pleasant View,Private room,43,1,10,31/01/2020,0.13,10,365
366,1546244,"Superb Little Italy, Toronto",4991306,Julie,Trinity-Bellwoods,Private room,100,1,87,17/03/2020,2.37,1,357
367,1547348,NEW Bright 2BR + Den Corner Suite,1919294,Toronto Suite Rentals,Niagara,Entire home/apt,199,28,11,31/05/2018,0.15,64,0
369,1552348,Home Sweet Home: Junction Triangle,6960409,Annie&Ian,Dovercourt-Wallace Emerson-Junction,Entire home/apt,150,2,5,12/10/2015,0.08,1,222
370,1554581,House 2br/2b - walk to U of T and hospitals,8277300,Anne Marie,University,Entire home/apt,200,10,27,23/03/2020,0.32,1,38
371,1560504,A gorgeous house in Queen West!,3400584,Maria,Trinity-Bellwoods,Entire home/apt,399,4,23,2/01/2020,0.27,1,365
372,1560977,Toronto Water Park City Luxury Suite,8306299,Zita,Niagara,Entire home/apt,189,1,427,15/03/2020,5.02,1,0
373,1562481,High-End Lakefront 2 BEDROOM + DEN,1816495,Katharine,Waterfront Communities-The Island,Entire home/apt,172,170,56,23/07/2017,0.69,3,365
374,1564089,Quiet Bright 2 Bedroom Downtown!!!!,8300483,Michael,Little Portugal,Entire home/apt,100,3,7,5/12/2013,0.08,1,0
375,1564999,Highly Reviewed Home!,8324988,Samantha,South Riverdale,Entire home/apt,600,90,27,31/12/2016,0.36,2,358
376,1570103,Toronto downtown mini loft!,8349056,Jose,Little Portugal,Private room,86,29,104,12/07/2020,1.25,1,364
377,1570675,Modern 1 Br Suite Steps to Transit,8352000,Alex And Snezhana,Oakridge,Entire home/apt,98,3,133,18/02/2020,1.56,1,8
378,1571119,Private Guest Room & Balcony Downtown Toronto,2741400,Rk,Palmerston-Little Italy,Private room,55,1,197,23/03/2020,2.53,5,365
379,1578070,Unbeatable Downtown Location,5559775,Aleksandra,Waterfront Communities-The Island,Entire home/apt,499,4,17,15/08/2019,0.2,1,178
380,1589014,Cosy Pad in heart of Little Italy,2144852,Angela,Trinity-Bellwoods,Entire home/apt,45,2,61,14/04/2020,2.43,1,0
381,1592045,Yorkville Condo on Bay St. Beside UofT,5739612,Sheena,Annex,Private room,50,30,65,11/04/2020,0.78,1,342
382,1594005,Stylish Modern Condo w/Queen Bed | CN Tower views!,6397676,Rahim,Waterfront Communities-The Island,Entire home/apt,150,2,92,8/12/2019,1.08,1,0
383,1598460,Spacious Room in Charming Apartment,3877380,Mila And Ken,Humewood-Cedarvale,Private room,30,14,2,14/12/2013,0.02,1,0
384,1604069,"Away to Relax! Lake View, Private Bath, Parking",8546454,Lucille & Alan,Birchcliffe-Cliffside,Private room,73,2,354,30/08/2020,4.15,1,288
385,1606092,Cozy and private basement suite in a house,8556532,Sylvie,Corso Italia-Davenport,Entire home/apt,53,14,43,28/08/2020,0.55,1,348
386,1610027,Deluxe 2 bedroom apartment with patio,8569918,Sharon,Yonge-Eglinton,Entire home/apt,155,1,31,17/03/2020,0.37,17,252
387,1613565,"Private bath & bed, GREAT 'hood!",8589410,Janine,Niagara,Private room,73,2,241,23/02/2020,2.83,1,143
